id	for	attr.name	attr.type	edgedefault	id2	ns1:data	key	source	target
d0	node	GeneID	string	undirected	2521	2521	d0		
d0	node	GeneID	string	undirected	19	19	d0		
d0	node	GeneID	string	undirected	3984	3984	d0		
d0	node	GeneID	string	undirected	1445	1445	d0		
d0	node	GeneID	string	undirected	4790	4790	d0		
d0	node	GeneID	string	undirected	5468	5468	d0		
d0	node	GeneID	string	undirected	2146	2146	d0		
d0	node	GeneID	string	undirected	9564	9564	d0		
d0	node	GeneID	string	undirected	5781	5781	d0		
d0	node	GeneID	string	undirected	5111	5111	d0		
d0	node	GeneID	string	undirected	3978	3978	d0		
d0	node	GeneID	string	undirected	355	355	d0		
d0	node	GeneID	string	undirected	5241	5241	d0		
d0	node	GeneID	string	undirected	672	672	d0		
d0	node	GeneID	string	undirected	8451	8451	d0		
d0	node	GeneID	string	undirected	3852	3852	d0		
d0	node	GeneID	string	undirected	6199	6199	d0		
d0	node	GeneID	string	undirected	5595	5595	d0		
d0	node	GeneID	string	undirected	3575	3575	d0		
d0	node	GeneID	string	undirected	4292	4292	d0		
d0	node	GeneID	string	undirected	5591	5591	d0		
d0	node	GeneID	string	undirected	3685	3685	d0		
d0	node	GeneID	string	undirected	5594	5594	d0		
d0	node	GeneID	string	undirected	3315	3315	d0		
d0	node	GeneID	string	undirected	6303	6303	d0		
d0	node	GeneID	string	undirected	3309	3309	d0		
d0	node	GeneID	string	undirected	4763	4763	d0		
d0	node	GeneID	string	undirected	5371	5371	d0		
d0	node	GeneID	string	undirected	107987479	107987479	d0		
d0	node	GeneID	string	undirected	891	891	d0		
d0	node	GeneID	string	undirected	3835	3835	d0		
d0	node	GeneID	string	undirected	6195	6195	d0		
d0	node	GeneID	string	undirected	3183	3183	d0		
d0	node	GeneID	string	undirected	596	596	d0		
d0	node	GeneID	string	undirected	836	836	d0		
d0	node	GeneID	string	undirected	7099	7099	d0		
d0	node	GeneID	string	undirected	653509	653509	d0		
d0	node	GeneID	string	undirected	5315	5315	d0		
d0	node	GeneID	string	undirected	5970	5970	d0		
d0	node	GeneID	string	undirected	7409	7409	d0		
d0	node	GeneID	string	undirected	5743	5743	d0		
d0	node	GeneID	string	undirected	10023	10023	d0		
d0	node	GeneID	string	undirected	3326	3326	d0		
d0	node	GeneID	string	undirected	558	558	d0		
d0	node	GeneID	string	undirected	4739	4739	d0		
d0	node	GeneID	string	undirected	3856	3856	d0		
d0	node	GeneID	string	undirected	324	324	d0		
d0	node	GeneID	string	undirected	894	894	d0		
d0	node	GeneID	string	undirected	10376	10376	d0		
d0	node	GeneID	string	undirected	55743	55743	d0		
d0	node	GeneID	string	undirected	1499	1499	d0		
d0	node	GeneID	string	undirected	5829	5829	d0		
d0	node	GeneID	string	undirected	5728	5728	d0		
d0	node	GeneID	string	undirected	329	329	d0		
d0	node	GeneID	string	undirected	2241	2241	d0		
d0	node	GeneID	string	undirected	10257	10257	d0		
d0	node	GeneID	string	undirected	1080	1080	d0		
d0	node	GeneID	string	undirected	7430	7430	d0		
d0	node	GeneID	string	undirected	10963	10963	d0		
d0	node	GeneID	string	undirected	1843	1843	d0		
d0	node	GeneID	string	undirected	5599	5599	d0		
d0	node	GeneID	string	undirected	2261	2261	d0		
d0	node	GeneID	string	undirected	6772	6772	d0		
d0	node	GeneID	string	undirected	7295	7295	d0		
d0	node	GeneID	string	undirected	7345	7345	d0		
d0	node	GeneID	string	undirected	5321	5321	d0		
d0	node	GeneID	string	undirected	9181	9181	d0		
d0	node	GeneID	string	undirected	142	142	d0		
d0	node	GeneID	string	undirected	6934	6934	d0		
d0	node	GeneID	string	undirected	1442	1442	d0		
d0	node	GeneID	string	undirected	4088	4088	d0		
d0	node	GeneID	string	undirected	1326	1326	d0		
d0	node	GeneID	string	undirected	7189	7189	d0		
d0	node	GeneID	string	undirected	3551	3551	d0		
d0	node	GeneID	string	undirected	841	841	d0		
d0	node	GeneID	string	undirected	7027	7027	d0		
d0	node	GeneID	string	undirected	4085	4085	d0		
d0	node	GeneID	string	undirected	1026	1026	d0		
d0	node	GeneID	string	undirected	6667	6667	d0		
d0	node	GeneID	string	undirected	9569	9569	d0		
d0	node	GeneID	string	undirected	8878	8878	d0		
d0	node	GeneID	string	undirected	4780	4780	d0		
d0	node	GeneID	string	undirected	4342	4342	d0		
d0	node	GeneID	string	undirected	331	331	d0		
d0	node	GeneID	string	undirected	843	843	d0		
d0	node	GeneID	string	undirected	5347	5347	d0		
d0	node	GeneID	string	undirected	1051	1051	d0		
d0	node	GeneID	string	undirected	6597	6597	d0		
d0	node	GeneID	string	undirected	7431	7431	d0		
d0	node	GeneID	string	undirected	2202	2202	d0		
d0	node	GeneID	string	undirected	5793	5793	d0		
d0	node	GeneID	string	undirected	3956	3956	d0		
d0	node	GeneID	string	undirected	328	328	d0		
d0	node	GeneID	string	undirected	4255	4255	d0		
d0	node	GeneID	string	undirected	3559	3559	d0		
d0	node	GeneID	string	undirected	2305	2305	d0		
d0	node	GeneID	string	undirected	595	595	d0		
d0	node	GeneID	string	undirected	801	801	d0		
d0	node	GeneID	string	undirected	7126	7126	d0		
d0	node	GeneID	string	undirected	1019	1019	d0		
d0	node	GeneID	string	undirected	4015	4015	d0		
d0	node	GeneID	string	undirected	79947	79947	d0		
d0	node	GeneID	string	undirected	9314	9314	d0		
d0	node	GeneID	string	undirected	3066	3066	d0		
d0	node	GeneID	string	undirected	8932	8932	d0		
d0	node	GeneID	string	undirected	1027	1027	d0		
d0	node	GeneID	string	undirected	8900	8900	d0		
d0	node	GeneID	string	undirected	581	581	d0		
d0	node	GeneID	string	undirected	29108	29108	d0		
d0	node	GeneID	string	undirected	10598	10598	d0		
d0	node	GeneID	string	undirected	2023	2023	d0		
d0	node	GeneID	string	undirected	6774	6774	d0		
d0	node	GeneID	string	undirected	2597	2597	d0		
d0	node	GeneID	string	undirected	10327	10327	d0		
d0	node	GeneID	string	undirected	5740	5740	d0		
d0	node	GeneID	string	undirected	10765	10765	d0		
d0	node	GeneID	string	undirected	1017	1017	d0		
d0	node	GeneID	string	undirected	3646	3646	d0		
d0	node	GeneID	string	undirected	1728	1728	d0		
d0	node	GeneID	string	undirected	3308	3308	d0		
d0	node	GeneID	string	undirected	999	999	d0		
d0	node	GeneID	string	undirected	8650	8650	d0		
d0	node	GeneID	string	undirected	847	847	d0		
d0	node	GeneID	string	undirected	8841	8841	d0		
d0	node	GeneID	string	undirected	25855	25855	d0		
d0	node	GeneID	string	undirected	23524	23524	d0		
d0	node	GeneID	string	undirected	2185	2185	d0		
d0	node	GeneID	string	undirected	23327	23327	d0		
d0	node	GeneID	string	undirected	958	958	d0		
d0	node	GeneID	string	undirected	468	468	d0		
d0	node	GeneID	string	undirected	8945	8945	d0		
d0	node	GeneID	string	undirected	5609	5609	d0		
d0	node	GeneID	string	undirected	2057	2057	d0		
d0	node	GeneID	string	undirected	7416	7416	d0		
d0	node	GeneID	string	undirected	25897	25897	d0		
d0	node	GeneID	string	undirected	51776	51776	d0		
d0	node	GeneID	string	undirected	2475	2475	d0		
d0	node	GeneID	string	undirected	5265	5265	d0		
d0	node	GeneID	string	undirected	7052	7052	d0		
d0	node	GeneID	string	undirected	4316	4316	d0		
d0	node	GeneID	string	undirected	3958	3958	d0		
d0	node	GeneID	string	undirected	7334	7334	d0		
d0	node	GeneID	string	undirected	183	183	d0		
d0	node	GeneID	string	undirected	6426	6426	d0		
d0	node	GeneID	string	undirected	1978	1978	d0		
d0	node	GeneID	string	undirected	2237	2237	d0		
d0	node	GeneID	string	undirected	3875	3875	d0		
d0	node	GeneID	string	undirected	1612	1612	d0		
d0	node	GeneID	string	undirected	1191	1191	d0		
d0	node	GeneID	string	undirected	4792	4792	d0		
d0	node	GeneID	string	undirected	5906	5906	d0		
d0	node	GeneID	string	undirected	83593	83593	d0		
d0	node	GeneID	string	undirected	5578	5578	d0		
d0	node	GeneID	string	undirected	207	207	d0		
d0	node	GeneID	string	undirected	898	898	d0		
d0	node	GeneID	string	undirected	1387	1387	d0		
d0	node	GeneID	string	undirected	6194	6194	d0		
d0	node	GeneID	string	undirected	9097	9097	d0		
d0	node	GeneID	string	undirected	1822	1822	d0		
d0	node	GeneID	string	undirected	7014	7014	d0		
d0	node	GeneID	string	undirected	5467	5467	d0		
d0	node	GeneID	string	undirected	6275	6275	d0		
d0	node	GeneID	string	undirected	8655	8655	d0		
d0	node	GeneID	string	undirected	8140	8140	d0		
d0	node	GeneID	string	undirected	6416	6416	d0		
d0	node	GeneID	string	undirected	5175	5175	d0		
d0	node	GeneID	string	undirected	1654	1654	d0		
d0	node	GeneID	string	undirected	8661	8661	d0		
d0	node	GeneID	string	undirected	3304	3304	d0		
d0	node	GeneID	string	undirected	408	408	d0		
d0	node	GeneID	string	undirected	3146	3146	d0		
d0	node	GeneID	string	undirected	5460	5460	d0		
d0	node	GeneID	string	undirected	2547	2547	d0		
d0	node	GeneID	string	undirected	4851	4851	d0		
d0	node	GeneID	string	undirected	864	864	d0		
d0	node	GeneID	string	undirected	5925	5925	d0		
d0	node	GeneID	string	undirected	4691	4691	d0		
d0	node	GeneID	string	undirected	9547	9547	d0		
d0	node	GeneID	string	undirected	10155	10155	d0		
d0	node	GeneID	string	undirected	1857	1857	d0		
d0	node	GeneID	string	undirected	1025	1025	d0		
d0	node	GeneID	string	undirected	6502	6502	d0		
d0	node	GeneID	string	undirected	302	302	d0		
d0	node	GeneID	string	undirected	57379	57379	d0		
d0	node	GeneID	string	undirected	23038	23038	d0		
d0	node	GeneID	string	undirected	2099	2099	d0		
d0	node	GeneID	string	undirected	7296	7296	d0		
d0	node	GeneID	string	undirected	8431	8431	d0		
d0	node	GeneID	string	undirected	10664	10664	d0		
d0	node	GeneID	string	undirected	2100	2100	d0		
d0	node	GeneID	string	undirected	6647	6647	d0		
d0	node	GeneID	string	undirected	5478	5478	d0		
d0	node	GeneID	string	undirected	7965	7965	d0		
d0	node	GeneID	string	undirected	3181	3181	d0		
d0	node	GeneID	string	undirected	5597	5597	d0		
d0	node	GeneID	string	undirected	7153	7153	d0		
d0	node	GeneID	string	undirected	7428	7428	d0		
d0	node	GeneID	string	undirected	22933	22933	d0		
d0	node	GeneID	string	undirected	1738	1738	d0		
d0	node	GeneID	string	undirected	3845	3845	d0		
d0	node	GeneID	string	undirected	8651	8651	d0		
d0	node	GeneID	string	undirected	3661	3661	d0		
d0	node	GeneID	string	undirected	5725	5725	d0		
d0	node	GeneID	string	undirected	597	597	d0		
d0	node	GeneID	string	undirected	51147	51147	d0		
d0	node	GeneID	string	undirected	8658	8658	d0		
d0	node	GeneID	string	undirected	53615	53615	d0		
d0	node	GeneID	string	undirected	8239	8239	d0		
d0	node	GeneID	string	undirected	10969	10969	d0		
d0	node	GeneID	string	undirected	6654	6654	d0		
d0	node	GeneID	string	undirected	7507	7507	d0		
d0	node	GeneID	string	undirected	47	47	d0		
d0	node	GeneID	string	undirected	7422	7422	d0		
d0	node	GeneID	string	undirected	9519	9519	d0		
d0	node	GeneID	string	undirected	2066	2066	d0		
d0	node	GeneID	string	undirected	4087	4087	d0		
d0	node	GeneID	string	undirected	8793	8793	d0		
d0	node	GeneID	string	undirected	7098	7098	d0		
d0	node	GeneID	string	undirected	1432	1432	d0		
d0	node	GeneID	string	undirected	5744	5744	d0		
d0	node	GeneID	string	undirected	84700	84700	d0		
d0	node	GeneID	string	undirected	112267931	112267931	d0		
d0	node	GeneID	string	undirected	3569	3569	d0		
d0	node	GeneID	string	undirected	9817	9817	d0		
d0	node	GeneID	string	undirected	3690	3690	d0		
d0	node	GeneID	string	undirected	81	81	d0		
d0	node	GeneID	string	undirected	2626	2626	d0		
d0	node	GeneID	string	undirected	23411	23411	d0		
d0	node	GeneID	string	undirected	9588	9588	d0		
d0	node	GeneID	string	undirected	5268	5268	d0		
d0	node	GeneID	string	undirected	1647	1647	d0		
d0	node	GeneID	string	undirected	4176	4176	d0		
d0	node	GeneID	string	undirected	3091	3091	d0		
d0	node	GeneID	string	undirected	4904	4904	d0		
d0	node	GeneID	string	undirected	7015	7015	d0		
d0	node	GeneID	string	undirected	5293	5293	d0		
d0	node	GeneID	string	undirected	8660	8660	d0		
d0	node	GeneID	string	undirected	9682	9682	d0		
d0	node	GeneID	string	undirected	3576	3576	d0		
d0	node	GeneID	string	undirected	92140	92140	d0		
d0	node	GeneID	string	undirected	51741	51741	d0		
d0	node	GeneID	string	undirected	196	196	d0		
d0	node	GeneID	string	undirected	3178	3178	d0		
d0	node	GeneID	string	undirected	6283	6283	d0		
d0	node	GeneID	string	undirected	177	177	d0		
d0	node	GeneID	string	undirected	5764	5764	d0		
d0	node	GeneID	string	undirected	8314	8314	d0		
d0	node	GeneID	string	undirected	3717	3717	d0		
d0	node	GeneID	string	undirected	3815	3815	d0		
d0	node	GeneID	string	undirected	9133	9133	d0		
d0	node	GeneID	string	undirected	7048	7048	d0		
d0	node	GeneID	string	undirected	6513	6513	d0		
d0	node	GeneID	string	undirected	3611	3611	d0		
d0	node	GeneID	string	undirected	7046	7046	d0		
d0	node	GeneID	string	undirected	5774	5774	d0		
d0	node	GeneID	string	undirected	1830	1830	d0		
d0	node	GeneID	string	undirected	6282	6282	d0		
d0	node	GeneID	string	undirected	6478	6478	d0		
d0	node	GeneID	string	undirected	3702	3702	d0		
d0	node	GeneID	string	undirected	7298	7298	d0		
d0	node	GeneID	string	undirected	29110	29110	d0		
d0	node	GeneID	string	undirected	4842	4842	d0		
d0	node	GeneID	string	undirected	6776	6776	d0		
d0	node	GeneID	string	undirected	308	308	d0		
d0	node	GeneID	string	undirected	10397	10397	d0		
d0	node	GeneID	string	undirected	1111	1111	d0		
d0	node	GeneID	string	undirected	5584	5584	d0		
d0	node	GeneID	string	undirected	2950	2950	d0		
d0	node	GeneID	string	undirected	6285	6285	d0		
d0	node	GeneID	string	undirected	10413	10413	d0		
d0	node	GeneID	string	undirected	1028	1028	d0		
d0	node	GeneID	string	undirected	6662	6662	d0		
d0	node	GeneID	string	undirected	1719	1719	d0		
d0	node	GeneID	string	undirected	4000	4000	d0		
d0	node	GeneID	string	undirected	5685	5685	d0		
d0	node	GeneID	string	undirected	8312	8312	d0		
d0	node	GeneID	string	undirected	699	699	d0		
d0	node	GeneID	string	undirected	3098	3098	d0		
d0	node	GeneID	string	undirected	5921	5921	d0		
d0	node	GeneID	string	undirected	2065	2065	d0		
d0	node	GeneID	string	undirected	7040	7040	d0		
d0	node	GeneID	string	undirected	6678	6678	d0		
d0	node	GeneID	string	undirected	857	857	d0		
d0	node	GeneID	string	undirected	5250	5250	d0		
d0	node	GeneID	string	undirected	1385	1385	d0		
d0	node	GeneID	string	undirected	23373	23373	d0		
d0	node	GeneID	string	undirected	4153	4153	d0		
d0	node	GeneID	string	undirected	9148	9148	d0		
d0	node	GeneID	string	undirected	182	182	d0		
d0	node	GeneID	string	undirected	3643	3643	d0		
d0	node	GeneID	string	undirected	3162	3162	d0		
d0	node	GeneID	string	undirected	7001	7001	d0		
d0	node	GeneID	string	undirected	7042	7042	d0		
d0	node	GeneID	string	undirected	5910	5910	d0		
d0	node	GeneID	string	undirected	1649	1649	d0		
d0	node	GeneID	string	undirected	217	217	d0		
d0	node	GeneID	string	undirected	8190	8190	d0		
d0	node	GeneID	string	undirected	1072	1072	d0		
d0	node	GeneID	string	undirected	353	353	d0		
d0	node	GeneID	string	undirected	5292	5292	d0		
d0	node	GeneID	string	undirected	50943	50943	d0		
d0	node	GeneID	string	undirected	4436	4436	d0		
d0	node	GeneID	string	undirected	7088	7088	d0		
d0	node	GeneID	string	undirected	5058	5058	d0		
d0	node	GeneID	string	undirected	4312	4312	d0		
d0	node	GeneID	string	undirected	25937	25937	d0		
d0	node	GeneID	string	undirected	26524	26524	d0		
d0	node	GeneID	string	undirected	1050	1050	d0		
d0	node	GeneID	string	undirected	10419	10419	d0		
d0	node	GeneID	string	undirected	467	467	d0		
d0	node	GeneID	string	undirected	6794	6794	d0		
d0	node	GeneID	string	undirected	5520	5520	d0		
d0	node	GeneID	string	undirected	4233	4233	d0		
d0	node	GeneID	string	undirected	10381	10381	d0		
d0	node	GeneID	string	undirected	27436	27436	d0		
d0	node	GeneID	string	undirected	1437	1437	d0		
d0	node	GeneID	string	undirected	6271	6271	d0		
d0	node	GeneID	string	undirected	8600	8600	d0		
d0	node	GeneID	string	undirected	52	52	d0		
d0	node	GeneID	string	undirected	3791	3791	d0		
d0	node	GeneID	string	undirected	3480	3480	d0		
d0	node	GeneID	string	undirected	11009	11009	d0		
d0	node	GeneID	string	undirected	5524	5524	d0		
d0	node	GeneID	string	undirected	1386	1386	d0		
d0	node	GeneID	string	undirected	2965	2965	d0		
d0	node	GeneID	string	undirected	3952	3952	d0		
d0	node	GeneID	string	undirected	3953	3953	d0		
d0	node	GeneID	string	undirected	3488	3488	d0		
d0	node	GeneID	string	undirected	11186	11186	d0		
d0	node	GeneID	string	undirected	11080	11080	d0		
d0	node	GeneID	string	undirected	10533	10533	d0		
d0	node	GeneID	string	undirected	8737	8737	d0		
d0	node	GeneID	string	undirected	9402	9402	d0		
d0	node	GeneID	string	undirected	4830	4830	d0		
d0	node	GeneID	string	undirected	3169	3169	d0		
d0	node	GeneID	string	undirected	10188	10188	d0		
d0	node	GeneID	string	undirected	7799	7799	d0		
d0	node	GeneID	string	undirected	960	960	d0		
d0	node	GeneID	string	undirected	1399	1399	d0		
d0	node	GeneID	string	undirected	9869	9869	d0		
d0	node	GeneID	string	undirected	1789	1789	d0		
d0	node	GeneID	string	undirected	6441	6441	d0		
d0	node	GeneID	string	undirected	1755	1755	d0		
d0	node	GeneID	string	undirected	8797	8797	d0		
d0	node	GeneID	string	undirected	5579	5579	d0		
d0	node	GeneID	string	undirected	4638	4638	d0		
d0	node	GeneID	string	undirected	10657	10657	d0		
d0	node	GeneID	string	undirected	3429	3429	d0		
d0	node	GeneID	string	undirected	8061	8061	d0		
d0	node	GeneID	string	undirected	7291	7291	d0		
d0	node	GeneID	string	undirected	4209	4209	d0		
d0	node	GeneID	string	undirected	56937	56937	d0		
d0	node	GeneID	string	undirected	1977	1977	d0		
d0	node	GeneID	string	undirected	9377	9377	d0		
d0	node	GeneID	string	undirected	5715	5715	d0		
d0	node	GeneID	string	undirected	9360	9360	d0		
d0	node	GeneID	string	undirected	7534	7534	d0		
d0	node	GeneID	string	undirected	200186	200186	d0		
d0	node	GeneID	string	undirected	7465	7465	d0		
d0	node	GeneID	string	undirected	3667	3667	d0		
d0	node	GeneID	string	undirected	10671	10671	d0		
d0	node	GeneID	string	undirected	374	374	d0		
d0	node	GeneID	string	undirected	6273	6273	d0		
d0	node	GeneID	string	undirected	648	648	d0		
d0	node	GeneID	string	undirected	29126	29126	d0		
d0	node	GeneID	string	undirected	3673	3673	d0		
d0	node	GeneID	string	undirected	4982	4982	d0		
d0	node	GeneID	string	undirected	55249	55249	d0		
d0	node	GeneID	string	undirected	1788	1788	d0		
d0	node	GeneID	string	undirected	151648	151648	d0		
d0	node	GeneID	string	undirected	840	840	d0		
d0	node	GeneID	string	undirected	1643	1643	d0		
d0	node	GeneID	string	undirected	7057	7057	d0		
d0	node	GeneID	string	undirected	5054	5054	d0		
d0	node	GeneID	string	undirected	4314	4314	d0		
d0	node	GeneID	string	undirected	675	675	d0		
d0	node	GeneID	string	undirected	317	317	d0		
d0	node	GeneID	string	undirected	65125	65125	d0		
d0	node	GeneID	string	undirected	7150	7150	d0		
d0	node	GeneID	string	undirected	9021	9021	d0		
d0	node	GeneID	string	undirected	8743	8743	d0		
d0	node	GeneID	string	undirected	4771	4771	d0		
d0	node	GeneID	string	undirected	10148	10148	d0		
d0	node	GeneID	string	undirected	246778	246778	d0		
d0	node	GeneID	string	undirected	7515	7515	d0		
d0	node	GeneID	string	undirected	5670	5670	d0		
d0	node	GeneID	string	undirected	4089	4089	d0		
d0	node	GeneID	string	undirected	5786	5786	d0		
d0	node	GeneID	string	undirected	4082	4082	d0		
d0	node	GeneID	string	undirected	3897	3897	d0		
d0	node	GeneID	string	undirected	4683	4683	d0		
d0	node	GeneID	string	undirected	79187	79187	d0		
d0	node	GeneID	string	undirected	8754	8754	d0		
d0	node	GeneID	string	undirected	472	472	d0		
d0	node	GeneID	string	undirected	9232	9232	d0		
d0	node	GeneID	string	undirected	4595	4595	d0		
d0	node	GeneID	string	undirected	2074	2074	d0		
d0	node	GeneID	string	undirected	3202	3202	d0		
d0	node	GeneID	string	undirected	6510	6510	d0		
d0	node	GeneID	string	undirected	728378	728378	d0		
d0	node	GeneID	string	undirected	7474	7474	d0		
d0	node	GeneID	string	undirected	3925	3925	d0		
d0	node	GeneID	string	undirected	993	993	d0		
d0	node	GeneID	string	undirected	2149	2149	d0		
d0	node	GeneID	string	undirected	3159	3159	d0		
d0	node	GeneID	string	undirected	1871	1871	d0		
d0	node	GeneID	string	undirected	79084	79084	d0		
d0	node	GeneID	string	undirected	9353	9353	d0		
d0	node	GeneID	string	undirected	6091	6091	d0		
d0	node	GeneID	string	undirected	3265	3265	d0		
d0	node	GeneID	string	undirected	5893	5893	d0		
d0	node	GeneID	string	undirected	7852	7852	d0		
d0	node	GeneID	string	undirected	2263	2263	d0		
d0	node	GeneID	string	undirected	55353	55353	d0		
d0	node	GeneID	string	undirected	8856	8856	d0		
d0	node	GeneID	string	undirected	6300	6300	d0		
d0	node	GeneID	string	undirected	7248	7248	d0		
d0	node	GeneID	string	undirected	5291	5291	d0		
d0	node	GeneID	string	undirected	2114	2114	d0		
d0	node	GeneID	string	undirected	8202	8202	d0		
d0	node	GeneID	string	undirected	5923	5923	d0		
d0	node	GeneID	string	undirected	29102	29102	d0		
d0	node	GeneID	string	undirected	4049	4049	d0		
d0	node	GeneID	string	undirected	6470	6470	d0		
d0	node	GeneID	string	undirected	26512	26512	d0		
d0	node	GeneID	string	undirected	10970	10970	d0		
d0	node	GeneID	string	undirected	9928	9928	d0		
d0	node	GeneID	string	undirected	8434	8434	d0		
d0	node	GeneID	string	undirected	2947	2947	d0		
d0	node	GeneID	string	undirected	6093	6093	d0		
d0	node	GeneID	string	undirected	51364	51364	d0		
d0	node	GeneID	string	undirected	64321	64321	d0		
d0	node	GeneID	string	undirected	9112	9112	d0		
d0	node	GeneID	string	undirected	2260	2260	d0		
d0	node	GeneID	string	undirected	573	573	d0		
d0	node	GeneID	string	undirected	3838	3838	d0		
d0	node	GeneID	string	undirected	3068	3068	d0		
d0	node	GeneID	string	undirected	9790	9790	d0		
d0	node	GeneID	string	undirected	356	356	d0		
d0	node	GeneID	string	undirected	6696	6696	d0		
d0	node	GeneID	string	undirected	2034	2034	d0		
d0	node	GeneID	string	undirected	959	959	d0		
d0	node	GeneID	string	undirected	682	682	d0		
d0	node	GeneID	string	undirected	6915	6915	d0		
d0	node	GeneID	string	undirected	387	387	d0		
d0	node	GeneID	string	undirected	8837	8837	d0		
d0	node	GeneID	string	undirected	5898	5898	d0		
d0	node	GeneID	string	undirected	652	652	d0		
d0	node	GeneID	string	undirected	10461	10461	d0		
d0	node	GeneID	string	undirected	6615	6615	d0		
d0	node	GeneID	string	undirected	6173	6173	d0		
d0	node	GeneID	string	undirected	92304	92304	d0		
d0	node	GeneID	string	undirected	4854	4854	d0		
d0	node	GeneID	string	undirected	4437	4437	d0		
d0	node	GeneID	string	undirected	3688	3688	d0		
d0	node	GeneID	string	undirected	1894	1894	d0		
d0	node	GeneID	string	undirected	56005	56005	d0		
d0	node	GeneID	string	undirected	6648	6648	d0		
d0	node	GeneID	string	undirected	5465	5465	d0		
d0	node	GeneID	string	undirected	7078	7078	d0		
d0	node	GeneID	string	undirected	7874	7874	d0		
d0	node	GeneID	string	undirected	8994	8994	d0		
d0	node	GeneID	string	undirected	1909	1909	d0		
d0	node	GeneID	string	undirected	9987	9987	d0		
